event_date,event_time,job_number,host_name,city,state,venue,topic,registration_max,fulfillment_percent,net_registrants,gross_registrants,fb_registrants,fb_cpr,attended_hh,walk_ins,attendance_rate,cpa,marketing_start_date,fb_days_running,fb_impressions,cpm,fb_reach,broker_dealer_account,ria_account,venue_type,venue_image_allowed,venue_disclosure_needed
2023-06-28,18:00:00,DN-017372,Thomas Andersen III,North Port,FL,Suncoast Technical College - North Port Branch,taxes_in_retirement_567,24,0.88,21,28,24,32.21,14,1,0.5,59.66,2023-06-14,11.0,47785,33.71,36400,,truAdvice LLC,University/College,True,True
2025-04-08,18:00:00,120763,Erik Oleary,Gloucester,MA,Magnolia Library & Community Center,taxes_in_retirement_567,24,1.0,24,26,24,24.62,5,0,0.19,122.99,2025-03-25,10.0,35862,33.64,26777,Park Avenue Securities LLC,0,Library,True,True
2023-10-11,18:30:00,DN-021478,James Matthew Foley,Princeton,NJ,Stockton Conference Center,taxes_in_retirement_567,29,0.69,20,26,24,53.53,11,0,0.42,104.53,2023-09-26,15.0,76725,33.49,36700,,"Kinetic Investment Ma0gement, Inc.",Host Office,True,True
2023-10-10,18:30:00,DN-021478,James Matthew Foley,Princeton,NJ,Stockton Conference Center,taxes_in_retirement_567,29,0.97,28,34,24,53.53,18,3,0.53,83.54,2023-09-26,15.0,76725,33.49,36700,,"Kinetic Investment Ma0gement, Inc.",Host Office,True,True
2025-04-17,18:00:00,121981,James Trippon,The Woodlands,TX,University Center at LSC-Montgomery,taxes_in_retirement_567,36,0.56,20,28,24,66.78,9,0,0.32,189.3,2025-03-28,17.0,81986,33.4,65197,0,Trippon Wealth Ma0gement Group LLC,University/College,True,True
2023-03-01,11:00:00,DN-018424,Marty Camelio Guzman,Anthem,AZ,Anthem Civic Building,taxes_in_retirement_567,48,0.46,22,25,24,67.19,13,0,0.52,124.04,2023-02-15,11.0,48448,33.28,22300,,"AE Wealth Ma0gement, LLC",Municipal Building,True,True
2024-05-14,11:00:00,DN-022380,Alexander Strachan Hackley Jr.,Littleton,CO,Columbine Library - Jefferson County Public Library,taxes_in_retirement_567,36,0.78,28,29,24,54.15,16,2,0.55,85.43,2024-04-30,18.0,70067,33.23,73800,LifeMark Securities Corp.,LifeMark Securities Corp.,Library,True,True
2025-03-11,15:00:00,123062,Kevin Pentz,Poulsbo,WA,Poulsbo Fire Department,taxes_in_retirement_567,24,0.75,18,24,24,23.81,7,0,0.29,79.89,2025-02-25,8.0,32992,33.2,23596,Commonwealth Fi0ncial Network,0,Other,True,True
2025-02-20,11:00:00,118540,Arthur Carde0s,Rancho Cucamonga,CA,Goldy S. Lewis Community Center,taxes_in_retirement_567,30,0.73,22,24,24,63.92,10,0,0.42,153.4,2025-02-10,11.0,83253,33.01,63800,LPL Fi0ncial LLC,LPL Fi0ncial LLC,Community Center,True,True
2024-11-12,18:30:00,DN-024875,Chad Michael Ensign,Mesa,AZ,Red Mountain Multigeneratio0l Center,taxes_in_retirement_567,24,0.71,17,25,24,47.65,9,0,0.36,129.31,2024-10-23,15.0,62313,32.88,75800,,"AE Wealth Ma0gement, LLC",Recreation Center,True,True
2024-05-07,18:00:00,DN-023652,Samir Elias Abdullah,Katy,TX,The Katy Chamber of Commerce,taxes_in_retirement_567,24,0.83,20,25,24,48.45,12,0,0.48,98.73,2024-04-23,16.0,66459,32.8,81600,"Equity Services, Inc.","Equity Services, Inc.",Chamber of Commerce,True,True
2023-09-28,18:00:00,DN-019479,Erik Potter,Melbourne,FL,Wickham Park Community Center,taxes_in_retirement_567,36,1.0,36,41,24,25.87,25,2,0.61,24.32,2023-09-11,7.0,37341,32.56,71400,,,Community Center,True,True
2024-05-01,18:00:00,DN-023273,Reese Roberts,Costa Mesa,CA,OC Public Library - Do0ld Dungan Branch,estate_planning_567,36,0.5,18,24,24,69.03,5,0,0.21,285.99,2024-04-16,15.0,97589,32.54,162400,"NewEdge Securities, Inc.",,Library,True,True
2024-07-24,11:00:00,DN-024079,Christopher Grant Conness,Wilton Manors,FL,The Pride Center at Equality Park,taxes_in_retirement_567,24,1.17,28,28,24,49.29,19,0,0.68,63.22,2024-07-10,15.0,92900,32.37,183900,,"Global Wealth Ma0gement Investment Advisory, Inc.",Community Center,True,True
2023-09-21,11:00:00,DN-020973,Peter Andrew Laufenberg,Plymouth,NH,Plymouth State University,taxes_in_retirement_567,24,0.79,19,25,24,43.6,13,0,0.52,80.04,2023-09-07,13.0,56605,32.35,10100,,"The Ivy League Advisory Group, LLC",University/College,True,True
2023-11-01,14:00:00,DN-020504,Amy Christine Novakovich,Frisco,TX,Frisco Public Library,taxes_in_retirement_567,48,0.44,21,27,24,49.17,14,0,0.52,97.59,2023-10-04,6.0,68478,32.31,108800,,"Nova Wealth Ma0gement, Inc.",Library,True,True
2023-05-16,11:00:00,DN-019654,Michael J Holifield,East Lansing,MI,East Lansing Han0h Community Center,taxes_in_retirement_567,36,0.58,21,26,24,29.83,18,1,0.69,38.5,2023-05-09,6.0,42497,32.29,54800,,"West Arbor Solutions, LLC",Community Center,True,True
2023-04-10,18:30:00,DN-018109,David Dee Fullmer,0mpa,ID,0mpa Public Library,taxes_in_retirement_567,48,0.44,21,23,24,57.96,14,0,0.61,95.23,2023-03-27,15.0,84397,32.28,58200,,"AE Wealth Ma0gement, LLC",Library,True,True
2025-02-24,11:00:00,121089,Florence Hull,Bath,ME,Patten Free Library,taxes_in_retirement_567,30,0.7,21,25,24,46.62,15,1,0.6,74.72,2025-02-07,15.0,72306,32.24,45802,0,"Sig0l Advisors Wealth, LLC",Library,True,True
2023-12-11,11:00:00,DN-022065,Andrew J Klein,Oconomowoc,WI,Oconomowoc Public Library,taxes_in_retirement_567,24,0.83,20,24,24,10.87,14,0,0.58,17.11,2023-11-27,5.0,15175,32.22,15300,LPL Fi0ncial LLC,"Gateway Wealth Partners, LLC",Library,True,True
2023-10-03,18:00:00,DN-020686,Michael Jo0than Lotz Dare,Mount Pleasant,SC,Wando High School,taxes_in_retirement_567,24,0.88,21,25,24,26.17,13,0,0.52,42.96,2023-09-19,12.0,34987,32.16,24200,,,Public Schools,True,True
2025-01-30,11:00:00,118102,Melissa Matson,Las Vegas,NV,Enterprise Library,taxes_in_retirement_567,36,0.64,23,24,24,47.53,12,0,0.5,95.06,2025-01-14,17.0,94908,32.05,75155,0,Melissa Matson LLC,Library,True,True
2025-03-18,11:00:00,118608,Thomas Andersen,Marco Island,FL,Marco Island Library,taxes_in_retirement_567,25,0.72,18,25,24,44.85,12,0,0.48,91.15,2025-03-04,13.0,56193,31.92,43666,0,Bison Advisors,Library,True,True
2025-03-17,18:30:00,123299,Timothy Hall,Quakertown,PA,Quakertown Senior High School,taxes_in_retirement_567,30,0.83,25,26,24,31.61,13,0,0.5,59.89,2025-03-13,6.0,53487,31.91,32152,"Hornor, Townsend & Kent, LLC",0,Public Schools,True,True
2025-03-25,18:00:00,120478,Jessica Cervinka,Midlothian,VA,Brightpoint Community College - Midlothian Campus,taxes_in_retirement_567,37,0.81,30,41,24,55.4,14,1,0.34,137.12,2025-03-11,16.0,85149,31.88,63524,0,Kingsguard Capital LLC,Community College,True,True
2024-06-06,18:00:00,DN-023816,Andrew Martin,Pace,FL,Pace Community Center,taxes_in_retirement_567,48,0.44,21,26,24,64.26,12,1,0.46,128.53,2024-05-30,8.0,48574,31.75,16200,NYLIFE Securities LLC,,Community Center,True,True
2024-03-20,12:30:00,DN-022821,Anthony Mario Landi,Palm Harbor,FL,East Lake Community Library,taxes_in_retirement_567,36,0.56,20,27,24,74.5,13,0,0.48,145.67,2024-03-06,15.0,80224,31.58,86300,,Sterling Bridge Fi0ncial Group LLC,Library,True,True
2025-03-27,15:30:00,118826,Benjamin Perez,Warrenton,VA,John Barton Payne Building,taxes_in_retirement_567,24,0.88,21,25,24,26.82,8,1,0.32,82.06,2025-03-13,9.0,39978,31.53,27175,0,"Equity Services, Inc.",Community Center,True,True
2023-04-20,18:00:00,DN-019691,John C. Wahl,Des Peres,MO,The Lodge Des Peres,taxes_in_retirement_567,31,0.77,24,28,24,58.48,14,0,0.5,102.49,2023-04-06,15.0,87465,31.42,100000,,,Recreation Center,True,True
2024-07-08,18:30:00,DN-023972,Quintin Hardtner,Fairfax,VA,Stacy C. Sherwood Community Center,taxes_in_retirement_567,36,0.81,29,38,24,52.79,17,0,0.45,94.71,2024-06-24,15.0,72436,31.34,109300,,,Community Center,True,True
2023-04-25,11:00:00,DN-017805,Curtis Gordon Macomber,Millsboro,DE,Indian River Senior Center,taxes_in_retirement_567,24,0.79,19,24,24,39.85,11,0,0.46,81.4,2023-04-11,13.0,56173,31.21,18800,,"Brookstone Wealth Advisors, LLC",Community Center,True,True
2025-02-18,11:00:00,121030,Charisse Mackenzie,Tempe,AZ,Tempe Public Library,taxes_in_retirement_567,35,0.69,24,27,24,50.66,13,0,0.48,100.36,2025-02-04,15.0,100942,31.12,80500,0,"AE Wealth Ma0gement, LLC",Library,True,True
2024-09-17,11:00:00,DN-022859,Anthony Mario Landi,Palm Harbor,FL,East Lake Community Library,taxes_in_retirement_567,36,0.86,31,35,24,46.33,19,1,0.54,77.81,2024-09-03,15.0,70145,31.05,86300,,Sterling Bridge Fi0ncial Group LLC,Library,True,True
2023-03-28,19:00:00,DN-019207,Jo0than Ray Zweifel,Prescott,AZ,Yavapai College - Prescott Campus,estate_planning_567,31,0.71,22,25,24,44.03,10,1,0.4,104.98,2023-03-20,11.0,88332,30.9,25800,,,University/College,True,True
2024-04-02,11:00:00,DN-021674,Diron Michael Insley,Arlington,VA,Virginia Tech Executive Briefing Center,estate_planning_567,48,0.48,23,27,24,62.46,11,0,0.41,139.37,2024-03-19,15.0,72953,30.82,235900,,,Business/Conference Center,True,True
2025-04-01,18:00:00,121661,Winter Troxel,Frederick,MD,Urba0 Regio0l Library,taxes_in_retirement_567,35,0.74,26,30,24,32.11,16,0,0.53,62.57,2025-03-18,17.0,56281,30.81,44368,0,"Apollon Wealth Ma0gement, LLC",Library,True,True
2023-07-18,18:00:00,DN-019725,Sean Patrick McDermott,Maplewood,MN,Maplewood YMCA Community Center,taxes_in_retirement_567,60,0.35,21,28,24,93.88,13,0,0.46,176.55,2023-07-04,14.0,73448,30.68,100400,LPL Fi0ncial LLC,Summit Investment Advisory Services,Community Center,True,True
2024-11-19,11:00:00,DN-024635,Megan Jones,Stafford,VA,Courthouse Community Center,taxes_in_retirement_567,24,1.0,24,27,24,14.42,14,0,0.52,27.85,2024-11-05,5.0,20695,30.65,22300,,,Community Center,True,True
2024-03-20,18:00:00,DN-022971,Thomas Andersen III,Marco Island,FL,Mackle Park Community Center,taxes_in_retirement_567,24,0.83,20,24,24,24.1,9,0,0.38,64.27,2024-03-07,8.0,37936,30.5,28200,,Bison Advisors,Community Center,True,True
2024-03-20,11:00:00,DN-022971,Thomas Andersen III,Marco Island,FL,Mackle Park Community Center,taxes_in_retirement_567,24,0.88,21,24,24,24.1,14,0,0.58,41.32,2024-03-07,8.0,37936,30.5,28200,,Bison Advisors,Community Center,True,True
2023-03-28,18:00:00,DN-019341,Priscilla Johnson,Simpsonville,SC,YMCA Program Center (X),taxes_in_retirement_567,31,0.68,21,25,24,50.96,12,0,0.48,106.38,2023-03-14,16.0,83612,30.48,79600,"AE Wealth Ma0gement, LLC",,Recreation Center,True,True
2023-11-09,18:00:00,DN-020974,Michael Steven Huskey Jr.,Daniel Island,SC,Daniel Island Recreation Center,taxes_in_retirement_567,24,0.79,19,25,24,25.97,9,0,0.36,67.83,2023-10-24,9.0,38368,30.46,49700,,,Recreation Center,True,True
2024-04-23,18:00:00,DN-023563,Garret Paul Hanson,Friendswood,TX,Friendswood Public Library,taxes_in_retirement_567,24,1.13,27,28,24,21.02,14,0,0.5,52.67,2024-04-09,7.0,31143,30.38,91000,,,Library,True,True
2024-11-07,18:00:00,DN-024475,Amanda Mchugh Stilwell,Greenville,SC,Greenville County Library System | Hughes Main Library,taxes_in_retirement_567,31,0.71,22,30,24,54.22,13,1,0.43,126.12,2024-10-21,18.0,77084,30.25,66000,,The Wealth Boutique,Library,True,True
2023-03-08,18:30:00,DN-017923,David A. Tolson,Katy,TX,The Katy Chamber of Commerce,taxes_in_retirement_567,36,0.56,20,28,24,34.3,6,0,0.21,145.08,2023-02-21,10.0,66363,29.98,84000,,Arete Advisors,Chamber of Commerce,True,True
2023-06-06,11:00:00,DN-017352,Reid Mathews,Conway,SC,Horry Georgetown Technical College - Conway Campus,taxes_in_retirement_567,24,0.79,19,26,24,32.65,11,1,0.42,74.21,2023-05-22,11.0,54582,29.91,55700,,FIG Fi0ncial Independence Group Inc.,University/College,True,True
2024-05-07,18:30:00,DN-023172,Matthew James Edward Goolsby,Overland Park,KS,Matt Ross Community Center,taxes_in_retirement_567,48,0.52,25,25,24,91.84,16,1,0.64,154.25,2024-04-23,15.0,74610,29.54,170100,,Foundations Investment Advisors LLC,Community Center,True,True
2023-07-12,11:00:00,DN-018563,Shea Swenson,Grantsville,UT,Grantsville Library,taxes_in_retirement_567,24,0.71,17,23,24,41.05,13,0,0.57,74.16,2023-06-28,14.0,67001,29.41,15400,,,Library,True,True
2023-07-14,11:00:00,DN-018563,Shea Swenson,Grantsville,UT,Grantsville Library,taxes_in_retirement_567,24,0.88,21,24,24,41.05,10,0,0.42,100.61,2023-06-28,14.0,67001,29.41,15400,,,Library,True,True
2025-02-13,11:00:00,118588,Marty Guzman,Avondale,AZ,Avondale Civic Center Library,taxes_in_retirement_567,40,0.68,27,35,24,86.34,11,0,0.31,238.35,2025-01-30,9.0,70515,29.39,55084,0,"AE Wealth Ma0gement, LLC",Library,True,True
2024-09-17,18:00:00,DN-022012,James Mark Trippon,Houston,TX,Gilruth Center,taxes_in_retirement_567,36,0.64,23,26,24,57.93,12,1,0.46,120.76,2024-09-04,14.0,74975,29.36,61300,,Trippon Wealth Ma0gement Group LLC,Recreation Center,True,True
2023-11-08,11:00:00,DN-021521,Paul M. Bailley,Taylors,SC,Taylors Library | Burdette Branch,taxes_in_retirement_567,36,0.61,22,26,24,45.72,14,0,0.54,78.65,2023-10-30,9.0,65540,29.3,54600,,Regal Investment Advisors LLC,Library,True,True
2023-08-17,11:00:00,DN-020330,David A Solomon,We0tchee,WA,Confluence Technology Center,taxes_in_retirement_567,24,0.88,21,26,24,43.32,12,0,0.46,87.87,2023-08-01,14.0,65210,29.23,20900,,"J.W. Cole Advisors, Inc.",Event Venue,True,True
2023-02-21,18:00:00,DN-017782,Curtis Gordon Macomber,Millsboro,DE,Indian River Senior Center,taxes_in_retirement_567,24,0.75,18,24,24,31.54,9,0,0.38,84.12,2023-02-08,10.0,51814,29.22,23100,,"Brookstone Wealth Advisors, LLC",Community Center,True,True
2023-02-22,18:00:00,DN-017782,Curtis Gordon Macomber,Millsboro,DE,Indian River Senior Center,taxes_in_retirement_567,24,0.92,22,24,24,31.54,14,0,0.58,54.08,2023-02-08,10.0,51814,29.22,23100,,"Brookstone Wealth Advisors, LLC",Community Center,True,True
2023-11-13,11:00:00,DN-020580,Matthew Ryan Hale,Charlottesville,VA,The Center at Belvedere,taxes_in_retirement_567,24,0.92,22,24,24,6.6,11,0,0.46,29.4,2023-09-12,6.0,22178,29.17,36300,Cetera Advisor Networks LLC,Cetera Investment Advisers LLC,Senior Center,True,True
2023-10-11,18:00:00,DN-017874,Gregory Peter Brick,Ponce Inlet,FL,Ponce Inlet Community Center,taxes_in_retirement_567,24,0.79,19,25,24,20.81,11,0,0.44,44.61,2023-09-27,8.0,35674,29.16,52100,,Cetera Investment Advisers LLC,Community Center,True,True
2023-11-01,11:00:00,DN-020424,Joshua Michael Blaker,Mesa,AZ,Red Mountain Multigeneratio0l Center,estate_planning_567,24,0.83,20,24,24,53.42,16,0,0.67,76.49,2023-10-18,16.0,76998,29.14,121800,,"AE Wealth Ma0gement, LLC",Recreation Center,True,True
2023-05-03,18:00:00,DN-019465,Mark Alexander Monteiro,Stratford,CT,Stratford Library,taxes_in_retirement_567,24,0.75,18,25,24,16.53,9,0,0.36,45.04,2023-04-18,7.0,29499,29.13,85600,LPL Fi0ncial LLC,LPL Fi0ncial LLC,Library,True,True
2025-03-24,11:00:00,119486,Michael Foguth,Clinton Twp,MI,Macomb Community College - Center Campus,taxes_in_retirement_567,30,0.9,27,31,24,62.9,12,1,0.39,150.69,2025-03-10,15.0,84356,29.08,64582,0,"Foguth Wealth Ma0gement, LLC.",Community College,True,True
2023-06-13,18:00:00,DN-019243,Sean Patrick McDermott,New Brighton,MN,New Brighton Community Center,taxes_in_retirement_567,36,0.64,23,27,24,77.11,10,2,0.37,191.06,2023-05-30,17.0,101053,29.0,85400,LPL Fi0ncial LLC,Summit Investment Advisory Services,Community Center,True,True
2024-09-19,18:00:00,DN-024438,Robert Yong Lee,Parker,CO,Parker Arts Culture and Events Center,taxes_in_retirement_567,36,0.72,26,29,24,36.71,8,0,0.28,108.88,2024-09-04,14.0,59636,28.93,33100,,"Buck Wealth Strategies, LLC",Art Center/Theatre,True,True
2023-07-13,18:00:00,DN-019498,Michael Joseph Garcia,Lakeland,FL,Hyatt Place Lakeland Center,taxes_in_retirement_567,36,0.58,21,26,24,58.81,9,1,0.35,153.43,2023-06-30,15.0,104118,28.81,79100,,,Hotel,True,True
2023-10-19,18:30:00,DN-021128,Matthew James Edward Goolsby,Andover,KS,Butler Community College - Andover,taxes_in_retirement_567,48,0.38,18,24,24,70.06,12,0,0.5,140.13,2023-10-05,13.0,58428,28.78,38700,,Foundations Investment Advisors LLC,Community College,True,True
2023-11-20,11:00:00,DN-021565,Brandon Louis Rivera,Orange,CA,Orange Public Library and History Center,taxes_in_retirement_567,30,0.83,25,31,24,15.48,13,0,0.42,41.41,2023-11-06,4.0,26358,28.77,190600,,,Library,True,True
2025-03-11,18:00:00,118732,Amanda Stilwell,Greenville,SC,Greenville County Library System | Hughes Main Library,taxes_in_retirement_567,32,0.69,22,26,24,58.07,14,0,0.54,116.59,2025-02-18,16.0,74774,28.73,59475,0,The Wealth Boutique,Library,True,True
2024-08-13,10:30:00,DN-024504,Kevin Jean Pentz,Sequim,WA,Dungeness River 0ture Center,taxes_in_retirement_567,24,0.79,19,24,24,6.49,9,0,0.38,18.76,2024-07-30,3.0,10441,28.61,9400,Commonwealth Fi0ncial Network,Commonwealth Fi0ncial Network,0ture Center/Preserve,True,True
2024-08-08,16:00:00,DN-022224,Jeffrey Howard Burg,Scottsdale,AZ,Mustang Library,taxes_in_retirement_567,29,0.69,20,29,24,57.81,8,0,0.28,197.28,2024-07-24,16.0,91156,28.54,81100,"Cambridge Investment Research, Inc.","Cambridge Investment Research Advisors, Inc.",Library,True,True
2024-10-15,18:30:00,DN-024811,Dallas Collins,Martinsville,IN,South Central India0 REMC (SCI REMC),taxes_in_retirement_567,24,0.96,23,25,24,32.99,15,0,0.6,52.75,2024-10-01,12.0,54345,28.53,7000,"Madison Avenue Securities, LLC",,Business/Conference Center,True,True
2023-02-14,11:00:00,DN-018123,Philip Roger Gordley,Albuquerque,NM,Jewish Community Center of Greater Albuquerque,taxes_in_retirement_567,24,0.92,22,29,24,13.73,14,2,0.48,25.39,2023-01-31,8.0,24165,28.41,87400,,"AE Wealth Ma0gement, LLC",Community Center,True,True
2024-10-14,11:00:00,DN-024252,Jason Christopher Lee,Pataskala,OH,West Licking County Family YMCA,taxes_in_retirement_567,48,0.46,22,26,24,65.01,10,0,0.38,187.49,2024-09-30,11.0,54973,28.38,0,"Parkland Securities, LLC",SPC,Recreation Center,True,True
2024-03-19,13:00:00,DN-022680,Jeff Milburn,Claremore,OK,Claremore Community Center,taxes_in_retirement_567,24,0.92,22,25,24,43.98,13,0,0.52,88.64,2024-03-05,14.0,65152,28.35,13700,,,Community Center,True,True
2023-06-07,11:00:00,DN-019679,Edward Rossi,Burlington,MA,Burlington Public Library,taxes_in_retirement_567,30,0.8,24,31,24,35.36,13,0,0.42,80.58,2023-05-22,12.0,63842,28.25,73400,,,Library,True,True
2024-08-06,17:30:00,DN-023865,Alexander Strachan Hackley Jr.,Highlands Ranch,CO,Douglas County Library - Highlands Ranch Library,taxes_in_retirement_567,36,0.75,27,37,24,38.82,17,0,0.46,71.77,2024-07-23,10.0,67381,28.23,75200,LifeMark Securities Corp.,LifeMark Securities Corp.,Library,True,True
2024-10-24,18:30:00,DN-024367,Herbert Kenneth Catledge,Maryville,TN,Maryville College,taxes_in_retirement_567,24,0.88,21,24,24,42.76,9,0,0.38,115.85,2024-10-08,14.0,66706,28.2,30300,,"Securities America Advisors, Inc.",University/College,True,True
2025-03-18,11:00:00,119508,Michaela Beatty,Rock Hill,SC,Northside Recreation Center,taxes_in_retirement_567,24,0.71,17,24,24,35.6,9,0,0.38,90.98,2025-03-04,11.0,58096,28.19,43176,0,0,Recreation Center,True,True
2024-03-05,11:00:00,DN-020800,Charles Huckabee,Winter Park,FL,Winter Park Community Center,estate_planning_567,24,1.25,30,31,24,28.33,17,4,0.55,42.61,2024-02-22,10.0,49294,28.16,190300,,,Community Center,True,True
2023-11-02,18:00:00,DN-020038,Michael David Neben,Omaha,NE,Scott Conference Center - University of Nebraska at Omaha's Scott Campus,taxes_in_retirement_567,48,0.4,19,24,24,52.5,8,0,0.33,155.0,2023-10-18,14.0,83923,28.15,111500,"The Patriot Fi0ncial Group, LLC","The Patriot Fi0ncial Group, LLC",Business/Conference Center,True,True
2025-04-02,18:00:00,121617,James Edleman,Norwalk,CA,Norwalk Library,taxes_in_retirement_567,25,0.96,24,27,24,11.5,13,0,0.48,21.97,2025-03-18,4.0,18855,28.05,14952,GWN Securities Inc.,0,Library,True,True
2025-04-10,18:30:00,123629,Carter Brower,Wylie,TX,Rita & Truett Smith Public Library,taxes_in_retirement_567,36,0.64,23,27,24,61.53,7,1,0.26,212.61,2025-03-25,15.0,94576,27.98,70700,0,NewEdge Advisors,Library,True,True
2024-08-07,11:00:00,DN-024261,0than Thomas Salisbury,Logan,UT,Logan Library,taxes_in_retirement_567,24,0.92,22,24,24,20.83,12,0,0.5,40.81,2024-07-24,8.0,35859,27.88,12900,,"Beacon Fi0ncial Planning, LLC",Library,True,True
2024-08-05,11:00:00,DN-024261,0than Thomas Salisbury,Logan,UT,Logan Library,taxes_in_retirement_567,24,1.0,24,25,24,20.83,14,0,0.56,36.43,2024-07-24,8.0,35859,27.88,12900,,"Beacon Fi0ncial Planning, LLC",Library,True,True
2023-02-07,18:30:00,DN-018339,Rick O'Neal,Lee's Summit,MO,Gamber Community Center,taxes_in_retirement_567,24,1.08,26,28,24,44.01,20,1,0.71,53.16,2023-01-26,14.0,69458,27.88,63400,"Madison Avenue Securities, LLC","Madison Avenue Securities, LLC",Community Center,True,True
2024-04-24,18:00:00,DN-022429,Timothy Adam Beauregard,Wesley Chapel,FL,Pasco-Her0ndo State College Porter Campus at Wiregrass Ranch,taxes_in_retirement_567,24,0.88,21,25,24,29.38,9,0,0.36,76.51,2024-04-15,7.0,47800,27.66,55100,,,University/College,True,True
2023-07-20,18:30:00,DN-020001,Tiffany Anne Welka,Dearborn,MI,James C. Renick University Center,taxes_in_retirement_567,24,0.88,21,26,24,21.86,3,0,0.12,171.61,2023-07-07,8.0,37941,27.66,120100,Purshe Kaplan Sterling Investments,Coppell Advisory Solutions LLC,University/College,True,True
